originalname,editedname,relationship_type
California Public Health Association - North CALSTART Inc,California Public Health Association - North CALSTART,alternate_spelling
California Police Chief's Association,California Police Chief's Association,canonical
"California Police Chief's Association, Inc",California Police Chief's Association,alternate_spelling
Cargill,Cargill,canonical
"Cargill, Inc",Cargill,alternate_spelling
Catalyst for Cats,Catalyst for Cats,canonical
"Catalyst for Cats, Inc",Catalyst for Cats,alternate_spelling
Celebration Committee,Celebration Committee,canonical
"Celebration Committee, Inc",Celebration Committee,alternate_spelling
Ceitronics,Ceitronics,canonical
"Ceitronics, Inc",Ceitronics,alternate_spelling
Caulder Lamm Alliance for Children,Caulder Lamm Alliance for Children,canonical
"Caulder Lamm Alliance for Children, Inc",Caulder Lamm Alliance for Children,alternate_spelling
Cancer Research Center of America,Cancer Research Center of America,canonical
"Cancer Research Center of America, Inc",Cancer Research Center of America,alternate_spelling
Camp Ocean Pines,Camp Ocean Pines,canonical
"Camp Ocean Pines, Inc",Camp Ocean Pines,alternate_spelling
Alticor,Alticor,canonical
"Alticor, Inc",Alticor,alternate_spelling
Allstate Information Services,Allstate Information Services,canonical
"Allstate Information Services, Inc",Allstate Information Services,alternate_spelling
American Border Collie Association,American Border Collie Association,canonical
"American Border Collie Association, Inc",American Border Collie Association,alternate_spelling
American Belgian Tervuren Club,American Belgian Tervuren Club,canonical
"American Belgian Tervuren Club, Inc",American Belgian Tervuren Club,alternate_spelling
American Civil Responsibilities Union,American Civil Responsibilities Union,canonical
"American Civil Responsibilities Union, Inc",American Civil Responsibilities Union,alternate_spelling
Ameco Solar,Ameco Solar,canonical
"Ameco Solar, Inc",Ameco Solar,alternate_spelling
Albie Aware,Albie Aware,canonical
Albie Aware Inc,Albie Aware,alternate_spelling
Alaska Applied Sciences,Alaska Applied Sciences,canonical
Alaska Applied Sciences Inc,Alaska Applied Sciences,alternate_spelling
Alfigen,Alfigen,canonical
"Alfigen, Inc",Alfigen,alternate_spelling
Alert Barricade,Alert Barricade,canonical
Alert Barricade Inc,Alert Barricade,alternate_spelling
Allfast Fastening Systems,Allfast Fastening Systems,canonical
"Allfast Fastening Systems, Inc",Allfast Fastening Systems,alternate_spelling
Alkermes,Alkermes,canonical
"Alkermes, INC",Alkermes,alternate_spelling
American College of Emergency Physicians State Chapter of California,American College of Emergency Physicians State Chapter of California,canonical
"American College of Emergency Physicians State Chapter of California, Inc",American College of Emergency Physicians State Chapter of California,alternate_spelling
"American College of Emergency Physicians, California Chapter","American College of Emergency Physicians, California Chapter",canonical
"American College of Emergency Physicians, California Chapter, Inc","American College of Emergency Physicians, California Chapter",alternate_spelling
Amy's Kitchen,Amy's Kitchen,canonical
"Amy's Kitchen, Inc",Amy's Kitchen,alternate_spelling
Anchor Construction Specialties,Anchor Construction Specialties,canonical
"Anchor Construction Specialties, Inc",Anchor Construction Specialties,alternate_spelling
Anatolian Shepherd Dog Club of America,Anatolian Shepherd Dog Club of America,canonical
"Anatolian Shepherd Dog Club of America, Inc",Anatolian Shepherd Dog Club of America,alternate_spelling
American Trucking Associations,American Trucking Associations,canonical
"American Trucking Associations, Inc",American Trucking Associations,alternate_spelling
American Subcontractors Association of CA,American Subcontractors Association,chapter
"American Subcontractors Association of CA, Inc",American Subcontractors Association,alternate_spelling
Annie's,Annie's,canonical
Annie's Inc,Annie's,alternate_spelling
American Outdoor Advertising,American Outdoor Advertising,canonical
"American Outdoor Advertising, Inc",American Outdoor Advertising,alternate_spelling
American Institute of Chinese Medicine,American Institute of Chinese Medicine,canonical
"American Institute of Chinese Medicine, Inc",American Institute of Chinese Medicine,alternate_spelling
ABATE Of California,ABATE Of California,canonical
"ABATE of California, INC",ABATE Of California,alternate_spelling
ABC,ABC,canonical
"ABC, Inc",ABC,alternate_spelling
AAA Water Systems,AAA Water Systems,canonical
"AAA Water Systems, Inc",AAA Water Systems,alternate_spelling
Alta Em,Alta Em,canonical
"ALTA EM, Inc",Alta Em,alternate_spelling
ALDEA,ALDEA,canonical
"ALDEA, Inc",ALDEA,alternate_spelling
ADT,ADT,canonical
"ADT, Inc",ADT,alternate_spelling
3degrees,3degrees,canonical
3degrees INC,3degrees,alternate_spelling
2 Kings Gaming,2 Kings Gaming,canonical
2 Kings Gaming Inc,2 Kings Gaming,alternate_spelling
100 Black Men of Sacramento,100 Black Men of Sacramento,canonical
"100 Black Men of Sacramento, Inc",100 Black Men of Sacramento,alternate_spelling
100 Black Men of Long Beach,100 Black Men of Long Beach,canonical
100 Black Men of Long Beach Inc,100 Black Men of Long Beach,alternate_spelling
1 Bag At A Time,1 Bag At A Time,canonical
"1 Bag at a Time, Inc",1 Bag At A Time,alternate_spelling
6beds,6beds,canonical
"6beds, Inc",6beds,alternate_spelling
Aegis Medical Systems,Aegis Medical Systems,canonical
"Aegis Medical Systems, Inc",Aegis Medical Systems,alternate_spelling
Advocacy Services,Advocacy Services,canonical
"Advocacy Services, Inc",Advocacy Services,alternate_spelling
Advanced Drivers Education Products and Training,Advanced Drivers Education Products and Training,canonical
"Advanced Drivers Education Products and Training, Inc",Advanced Drivers Education Products and Training,alternate_spelling
Advanced Automatic Sprinkler,Advanced Automatic Sprinkler,canonical
"Advanced Automatic Sprinkler, Inc",Advanced Automatic Sprinkler,alternate_spelling
Adroit Energy,Adroit Energy,canonical
Adroit Energy Inc,Adroit Energy,alternate_spelling
Advanced Structural Technologies,Advanced Structural Technologies,canonical
"Advanced Structural Technologies, Inc",Advanced Structural Technologies,alternate_spelling
Advanced Structural Technologies,Advanced Structural Technologies,canonical
"Advanced Structural Technologies, INC",Advanced Structural Technologies,alternate_spelling
Advanced Properties,Advanced Properties,canonical
"Advanced Properties, Inc",Advanced Properties,alternate_spelling
Air Systems,Air Systems,canonical
"Air Systems, Inc",Air Systems,alternate_spelling
Al's Powerwash,Al's Powerwash,canonical
"Al's Powerwash, Inc",Al's Powerwash,alternate_spelling
Akita Club of America,Akita Club of America,canonical
"Akita Club of America, Inc",Akita Club of America,alternate_spelling
Aixa Fielder,Aixa Fielder,canonical
"Aixa Fielder, Inc",Aixa Fielder,alternate_spelling
Agribody Technologies,Agribody Technologies,canonical
"Agribody Technologies, Inc",Agribody Technologies,alternate_spelling
ARB,ARB,canonical
"ARB, Inc",ARB,alternate_spelling
Academy of Lactation Policy and Practice,Academy of Lactation Policy and Practice,canonical
Academy of Lactation Policy and Practice INC,Academy of Lactation Policy and Practice,alternate_spelling
AccentCare,AccentCare,canonical
"AccentCare, Inc",AccentCare,alternate_spelling
ABATE Of California,ABATE Of California,canonical
"Abate of California, INC",ABATE Of California,alternate_spelling
Abalone International,Abalone International,canonical
"Abalone International, Inc",Abalone International,alternate_spelling
Aware,Aware,canonical
"AWARE, Inc",Aware,alternate_spelling
Avon Products,Avon Products,canonical
"AVON Products, Inc",Avon Products,alternate_spelling
Ace Parking Management,Ace Parking Management,canonical
"Ace Parking Management, Inc",Ace Parking Management,alternate_spelling
Achievement House,Achievement House,canonical
"Achievement House, INC",Achievement House,alternate_spelling
Behavioral Health Services,Behavioral Health Services,canonical
"Behavioral Health Services, INC",Behavioral Health Services,alternate_spelling
Benevolent Animal Rescue Committee,Benevolent Animal Rescue Committee,canonical
"Benevolent Animal Rescue Committee, Inc",Benevolent Animal Rescue Committee,alternate_spelling
BEAM,BEAM,canonical
Beam Inc,BEAM,alternate_spelling
Best Techs Contracting Design Build Remodel,Best Techs Contracting Design Build Remodel,canonical
"Best Techs Contracting Design Build Remodel, INC",Best Techs Contracting Design Build Remodel,alternate_spelling
Bentley Prince Street,Bentley Prince Street,canonical
"Bentley Prince Street, Inc",Bentley Prince Street,alternate_spelling
Bay Span Construction,Bay Span Construction,canonical
"Bay Span Construction, Inc",Bay Span Construction,alternate_spelling
Bananas,Bananas,canonical
"Bananas, Inc",Bananas,alternate_spelling
Badger Meter,Badger Meter,canonical
"Badger Meter, Inc",Badger Meter,alternate_spelling
Ballard Fuel Cell Systems,Ballard Fuel Cell Systems,canonical
Ballard Fuel Cell Systems Inc,Ballard Fuel Cell Systems,alternate_spelling
Barnes & Noble Booksellers,Barnes & Noble Booksellers,canonical
"Barnes & Noble Booksellers, Inc",Barnes & Noble Booksellers,alternate_spelling
Barratt American,Barratt American,canonical
"Barratt American, Inc",Barratt American,alternate_spelling
Bay Access,Bay Access,canonical
"Bay Access, Inc",Bay Access,alternate_spelling
Borrego Solar Systems,Borrego Solar Systems,canonical
"Borrego Solar Systems, Inc",Borrego Solar Systems,alternate_spelling
Breckpoint,Breckpoint,canonical
"Breckpoint, Inc",Breckpoint,alternate_spelling
Boxer Rescue Fund,Boxer Rescue Fund,canonical
"Boxer Rescue Fund, Inc",Boxer Rescue Fund,alternate_spelling
Braedans Bridge,Braedans Bridge,canonical
"Braedans Bridge, Inc",Braedans Bridge,alternate_spelling
Blue Fisheries,Blue Fisheries,canonical
Blue Fisheries Inc,Blue Fisheries,alternate_spelling
Blue Door Garden Design,Blue Door Garden Design,canonical
"Blue Door Garden Design, Inc",Blue Door Garden Design,alternate_spelling
Bitterwater Outfitters,Bitterwater Outfitters,canonical
"Bitterwater Outfitters, Inc",Bitterwater Outfitters,alternate_spelling
Black Coalition on Aids,Black Coalition on Aids,canonical
"Black Coalition on AIDS, Inc",Black Coalition on Aids,alternate_spelling
Blackburn Consulting,Blackburn Consulting,canonical
"Blackburn Consulting, Inc",Blackburn Consulting,alternate_spelling
Black and Pink,Black and Pink,canonical
"Black and Pink, Inc",Black and Pink,alternate_spelling
Asian American Coalition,Asian American Coalition,canonical
"Asian American Coalition, Inc",Asian American Coalition,alternate_spelling
Associated Ready Mixed Concrete,Associated Ready Mixed Concrete,canonical
Associated Ready Mixed Concrete Inc,Associated Ready Mixed Concrete,alternate_spelling
Apricus,Apricus,canonical
Apricus Inc,Apricus,alternate_spelling
Applied Materials,Applied Materials,canonical
"Applied Materials, Inc",Applied Materials,alternate_spelling
Any Positive Change,Any Positive Change,canonical
Any Positive Change INC,Any Positive Change,alternate_spelling
Apple Computers,Apple Computers,canonical
"Apple Computers, Inc",Apple Computers,alternate_spelling
Arrival Automotive USA,Arrival Automotive USA,canonical
"Arrival Automotive Usa, INC",Arrival Automotive USA,alternate_spelling
Automotus,Automotus,canonical
Automotus INC,Automotus,alternate_spelling
B.I.G. Enterprises,B.I.G. Enterprises,canonical
"B.I.G. Enterprises, Inc",B.I.G. Enterprises,alternate_spelling
Avon Products,Avon Products,canonical
"Avon Products, Inc",Avon Products,alternate_spelling
B M Restaurants,B M Restaurants,canonical
B M Restaurants Inc,B M Restaurants,alternate_spelling
Association of Consulting Foresters of America,Association of Consulting Foresters of America,canonical
"Association of Consulting Foresters of America, Inc",Association of Consulting Foresters of America,alternate_spelling
Association General Contractors of California,Association General Contractors of California,canonical
"Association General Contractors of California, Inc",Association General Contractors of California,alternate_spelling
Generation UP,Generation UP,canonical
"Generation Up, Inc",Generation UP,alternate_spelling
Gardner Health Services,Gardner Health Services,canonical
"Gardner Health Services, Inc",Gardner Health Services,alternate_spelling
Gardner Family Health Network,Gardner Family Health Network,canonical
"Gardner Family Health Network, INC",Gardner Family Health Network,alternate_spelling
Gen-Probe,Gen-Probe,canonical
"Gen-Probe, Inc",Gen-Probe,alternate_spelling
Gay & Lesbian Adolescent Social Services,Gay & Lesbian Adolescent Social Services,canonical
"Gay & Lesbian Adolescent Social Services, Inc",Gay & Lesbian Adolescent Social Services,alternate_spelling
GST Telecom,GST Telecom,canonical
"GST Telecom, Inc",GST Telecom,alternate_spelling
Gamecraft,Gamecraft,canonical
Gamecraft Inc,Gamecraft,alternate_spelling
Fun Is First,Fun Is First,canonical
"Fun is First, Inc",Fun Is First,alternate_spelling
Greenwich Biosciences,Greenwich Biosciences,canonical
"Greenwich Biosciences, Inc",Greenwich Biosciences,alternate_spelling
Greenkraft,Greenkraft,canonical
"Greenkraft, Inc",Greenkraft,alternate_spelling
GREENWASTE RECOVERY,GREENWASTE RECOVERY,canonical
"GreenWaste Recovery, Inc",GREENWASTE RECOVERY,alternate_spelling
Grimmway Enterprises,Grimmway Enterprises,canonical
"Grimmway Enterprises, Inc",Grimmway Enterprises,alternate_spelling
HDR Engineering,HDR Engineering,canonical
"HDR Engineering, Inc",HDR Engineering,alternate_spelling
